Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location
7240 Clayburn,22068362.,"Adamo Group, Inc.",12009.21,HHF,09/30/2014,No,7,Warren Ave Community,42.344169,-83.211271,"location
(42.344169, -83.211271)"
8303 Evergreen,22096971-3,"Adamo Group, Inc.",11282.50,HHF,09/19/2014,No,7,Warrendale,42.353556,-83.23616,"location
(42.353556, -83.23616)"
11301 Evergreen,22096736-7,"Adamo Group, Inc.",13706.86,HHF,09/16/2014,No,7,Franklin Park,42.369677,-83.236605,"location
(42.369677, -83.236605)"
9563 Cardoni,05004003.,Smalley,9280.00,HHF,05/22/2014,No,5,North End,42.390341,-83.071454,"location
(42.390341, -83.071454)"
18254 Heyden,22099323.,ABC Demolition,12660.00,HHF,11/13/2014,No,1,Holcomb Community,42.423825,-83.240217,"location
(42.423825, -83.240217)"
1679 W Euclid,08002059.,ABC Demolition,16900.00,HHF,10/22/2014,No,5,Herman Kiefer,42.370953,-83.094059,"location
(42.370953, -83.094059)"
18135 Evergreen,22096175.,ABC Demolition,9355.00,HHF,11/04/2014,No,1,Holcomb Community,42.422221,-83.238804,"location
(42.422221, -83.238804)"
9300 Braile,22105013-4,Homrich,16700.00,HHF,02/20/2015,No,7,Franklin Park,42.362931,-83.242989,"location
(42.362931, -83.242989)"
9320 Braile,22105015.,Homrich,16600.00,HHF,02/20/2015,No,7,Franklin Park,42.363097,-83.242993,"location
(42.363097, -83.242993)"
5809 Manistique,21061435.,"Adamo Group, Inc.",19905.00,HHF,12/11/2014,No,4,Chandler Park-Chalmers,42.402889,-82.960312,"location
(42.402889, -82.960312)"
9400 Manistique,21061326.,"Adamo Group, Inc.",9593.00,HHF,12/11/2014,No,4,Outer Drive-Hayes,42.40878,-82.962049,"location
(42.40878, -82.962049)"
6892 Mansfield,22056916.,"Adamo Group, Inc.",23000.00,HHF,05/21/2015,No,7,Warren Ave Community,42.3427,-83.202012,"location
(42.3427, -83.202012)"
5287 Marlborough,21059517.,"Adamo Group, Inc.",12419.00,HHF,12/17/2014,No,4,Chandler Park-Chalmers,42.398636,-82.959698,"location
(42.398636, -82.959698)"
5526 Marlborough,21059416.,"Adamo Group, Inc.",10136.00,HHF,12/17/2014,No,4,Chandler Park-Chalmers,42.399726,-82.959739,"location
(42.399726, -82.959739)"
5744 Marlborough,21059427.,"Adamo Group, Inc.",10136.00,HHF,12/11/2014,No,4,Chandler Park-Chalmers,42.401674,-82.961037,"location
(42.401674, -82.961037)"
5903 Marlborough,21059481.,"Adamo Group, Inc.",11509.00,HHF,12/11/2014,No,4,Chandler Park-Chalmers,42.402464,-82.962258,"location
(42.402464, -82.962258)"
5917 Marlborough,21059479.,"Adamo Group, Inc.",9050.00,HHF,12/11/2014,No,4,Chandler Park-Chalmers,42.40264,-82.962373,"location
(42.40264, -82.962373)"
9513 Mckinney,21068300.,"Adamo Group, Inc.",16893.00,HHF,12/12/2014,No,4,Outer Drive-Hayes,42.411889,-82.949854,"location
(42.411889, -82.949854)"
9519 Mckinney,21068299.,"Adamo Group, Inc.",16832.00,HHF,12/12/2014,No,4,Outer Drive-Hayes,42.411973,-82.949791,"location
(42.411973, -82.949791)"
11696 Stout,22101055.,"Adamo Group, Inc.",12132.38,HHF,05/18/2015,No,7,Weatherby,42.373326,-83.239672,"location
(42.373326, -83.239672)"
16317 Tireman,22001140-1,"Adamo Group, Inc.",14430.91,HHF,02/12/2015,No,7,Warren Ave Community,42.350538,-83.205368,"location
(42.350538, -83.205368)"
19212 Tireman,22001712-4,"Adamo Group, Inc.",15348.97,HHF,02/12/2015,No,7,Warrendale,42.350662,-83.228724,"location
(42.350662, -83.228724)"
19420 Tireman,22001699-700,"Adamo Group, Inc.",16081.02,HHF,05/06/2015,No,7,Warrendale,42.350644,-83.23126,"location
(42.350644, -83.23126)"
19501 Tireman,22001293-4,"Adamo Group, Inc.",15453.43,HHF,05/06/2015,No,7,Warrendale,42.350147,-83.232164,"location
(42.350147, -83.232164)"
19549 Tireman,22001304-5,"Adamo Group, Inc.",15178.69,HHF,02/12/2015,No,7,Warrendale,42.350134,-83.232996,"location
(42.350134, -83.232996)"
19630 Tireman,22001681-2,"Adamo Group, Inc.",12616.98,HHF,05/07/2015,No,7,Warrendale,42.350629,-83.233974,"location
(42.350629, -83.233974)"
19833 Tireman,22001326-7,"Adamo Group, Inc.",15416.37,HHF,05/08/2015,No,7,Warrendale,42.350107,-83.23509,"location
(42.350107, -83.23509)"
20114 Tireman,22001651-2,"Adamo Group, Inc.",12365.76,HHF,02/11/2015,No,7,Warrendale,42.350555,-83.237249,"location
(42.350555, -83.237249)"
20400 Tireman,22001636.,"Adamo Group, Inc.",15789.52,HHF,05/08/2015,No,7,Warrendale,42.350539,-83.239511,"location
(42.350539, -83.239511)"
5043 Beaconsfield,21066258.,Homrich,14800.00,HHF,06/25/2014,No,4,Morningside,42.399307,-82.950509,"location
(42.399307, -82.950509)"
639 Melbourne,03002159.,Blue Star,8300.00,HHF,05/06/2014,No,5,North End,42.379656,-83.069331,"location
(42.379656, -83.069331)"
10303 Cameron,05004438.,Homrich,7010.00,HHF,05/01/2014,No,5,North End,42.39332,-83.075653,"location
(42.39332, -83.075653)"
1465 Webb,06003142-7,Blue Star,11300.00,HHF,05/16/2014,No,5,Gateway Community,42.387818,-83.101413,"location
(42.387818, -83.101413)"
557 Algonquin,21047213.,Homrich,7100.00,HHF,05/21/2014,No,4,Jefferson Chalmers,42.36356,-82.95291,"location
(42.36356, -82.95291)"
912 Navahoe,21046636.,Homrich,10600.00,HHF,05/20/2014,No,4,Jefferson Chalmers,42.368167,-82.956413,"location
(42.368167, -82.956413)"
998 Navahoe,21046648.,Homrich,15200.00,HHF,05/23/2014,No,4,Jefferson Chalmers,42.369205,-82.957091,"location
(42.369205, -82.957091)"
4875 Beaconsfield,21066263.,Homrich,7200.00,HHF,06/24/2014,No,4,Morningside,42.397969,-82.949647,"location
(42.397969, -82.949647)"
5566 Beaconsfield,21065720.,Homrich,6900.00,HHF,06/26/2014,No,4,Morningside,42.40306,-82.952327,"location
(42.40306, -82.952327)"
8504 Strathmoor,22037602.,"Adamo Group, Inc.",25037.31,HHF,09/11/2014,No,7,Joy-Schaefer,42.356168,-83.185526,"location
(42.356168, -83.185526)"
8531 Strathmoor,22038641.,"Adamo Group, Inc.",7664.74,HHF,09/16/2014,No,7,Joy-Schaefer,42.356513,-83.186247,"location
(42.356513, -83.186247)"
3498 Beals,17010441.,"Adamo Group, Inc.",14308.54,HHF,10/10/2014,No,5,Islandview,42.365977,-83.006315,"location
(42.365977, -83.006315)"
3791 Burns,17006598.,"Adamo Group, Inc.",15738.53,HHF,08/20/2014,No,5,Pingree Park,42.370363,-83.001357,"location
(42.370363, -83.001357)"
3797 Burns,17006597.,"Adamo Group, Inc.",19481.29,HHF,10/09/2014,No,5,Pingree Park,42.370435,-83.001409,"location
(42.370435, -83.001409)"
3845 Burns,17006590.,"Adamo Group, Inc.",15165.16,HHF,10/09/2014,No,5,Pingree Park,42.371016,-83.001829,"location
(42.371016, -83.001829)"
3857 Burns,17006588.,"Adamo Group, Inc.",16900.13,HHF,10/08/2014,No,5,Pingree Park,42.371161,-83.001934,"location
(42.371161, -83.001934)"
4121 Burns,17006576.,"Adamo Group, Inc.",13748.34,HHF,10/07/2014,No,5,Pingree Park,42.372214,-83.002705,"location
(42.372214, -83.002705)"
4737 Crane,19010159.,"Adamo Group, Inc.",18272.38,HHF,09/05/2014,No,5,Gratiot Woods,42.377366,-83.003964,"location
(42.377366, -83.003964)"
5109 Crane,19010120.,"Adamo Group, Inc.",17391.28,HHF,09/04/2014,No,5,Gratiot Woods,42.380343,-83.006128,"location
(42.380343, -83.006128)"
5475 Crane,19010078.,"Adamo Group, Inc.",19948.17,HHF,10/10/2014,No,5,Gratiot Woods,42.383582,-83.008463,"location
(42.383582, -83.008463)"
5739 Crane,19010070.,"Adamo Group, Inc.",14437.65,HHF,09/20/2014,No,5,Gratiot Woods,42.384312,-83.009,"location
(42.384312, -83.009)"
17146 Gore,22118087.,ABC Demolition,11885.00,HHF,11/03/2014,No,1,Oak Grove,42.415501,-83.265215,"location
(42.415501, -83.265215)"
18360 Greydale,22112715.,ABC Demolition,11655.00,HHF,11/20/2014,No,1,Holcomb Community,42.424069,-83.256456,"location
(42.424069, -83.256456)"
7541 Hanover,08009182.,ABC Demolition,13650.00,HHF,10/29/2014,No,5,LaSalle Gardens,42.365507,-83.096059,"location
(42.365507, -83.096059)"
19463 Kentfield,22100518.,ABC Demolition,10030.00,HHF,11/13/2014,No,1,Evergreen Lahser 7/8,42.434047,-83.242599,"location
(42.434047, -83.242599)"
19814 Lahser,22113515.,ABC Demolition,15335.00,HHF,10/30/2014,No,1,Evergreen Lahser 7/8,42.436209,-83.258143,"location
(42.436209, -83.258143)"
18442 Pierson,22106641.,ABC Demolition,10030.00,HHF,10/31/2014,No,1,Holcomb Community,42.42495,-83.246817,"location
(42.42495, -83.246817)"
19032 Pierson,22106678.,ABC Demolition,8820.00,HHF,10/31/2014,No,1,Holcomb Community,42.428839,-83.247139,"location
(42.428839, -83.247139)"
21156 Pickford,22015565.002,"Adamo Group, Inc.",8813.00,HHF,12/10/2014,No,1,Holcomb Community,42.424495,-83.25064,"location
(42.424495, -83.25064)"
21184 Pickford,22015563.,"Adamo Group, Inc.",9593.00,HHF,12/16/2014,No,1,Holcomb Community,42.424525,-83.251199,"location
(42.424525, -83.251199)"
21201 Pickford,22015478.,"Adamo Group, Inc.",10097.00,HHF,12/16/2014,No,1,Holcomb Community,42.424019,-83.251503,"location
(42.424019, -83.251503)"
21206 Pickford,22015559-60,"Adamo Group, Inc.",8141.00,HHF,12/10/2014,No,1,Holcomb Community,42.424522,-83.251587,"location
(42.424522, -83.251587)"
21215 Pickford,22015480.,"Adamo Group, Inc.",8508.00,HHF,12/15/2014,No,1,Holcomb Community,42.424015,-83.251762,"location
(42.424015, -83.251762)"
21258 Pickford,22015553.,"Adamo Group, Inc.",12307.00,HHF,12/18/2014,No,1,Holcomb Community,42.424515,-83.252515,"location
(42.424515, -83.252515)"
21435 Pickford,22015491.,"Adamo Group, Inc.",9608.00,HHF,12/19/2014,No,1,Holcomb Community,42.423965,-83.254003,"location
(42.423965, -83.254003)"
21441 Pickford,22015492.,"Adamo Group, Inc.",10679.00,HHF,12/18/2014,No,1,Holcomb Community,42.423961,-83.254188,"location
(42.423961, -83.254188)"
14647 Rockdale,22114436.,"Adamo Group, Inc.",12879.00,HHF,12/16/2014,No,1,Brightmoor,42.395188,-83.258265,"location
(42.395188, -83.258265)"
18424 Santa Rosa,16020226.,"Adamo Group, Inc.",20438.00,HHF,12/19/2014,No,2,Bagley,42.426597,-83.143089,"location
(42.426597, -83.143089)"
17550 Trinity,22108598.,"Adamo Group, Inc.",16887.00,HHF,12/10/2014,No,1,Holcomb Community,42.419733,-83.248864,"location
(42.419733, -83.248864)"
18938 Trinity,22108637.002L,"Adamo Group, Inc.",12199.00,HHF,12/10/2014,No,1,Holcomb Community,42.427046,-83.249297,"location
(42.427046, -83.249297)"
18950 Trinity,22108638.,"Adamo Group, Inc.",11832.00,HHF,12/10/2014,No,1,Holcomb Community,42.427196,-83.249305,"location
(42.427196, -83.249305)"
14562 Rockdale,22114144.,"Adamo Group, Inc.",9769.00,HHF,12/16/2014,No,1,Brightmoor,42.394049,-83.257564,"location
(42.394049, -83.257564)"
9093 Vaughan,22098534.,"Adamo Group, Inc.",16134.59,HHF,02/18/2015,No,7,Franklin Park,42.360671,-83.237577,"location
(42.360671, -83.237577)"
9114 Vaughan,22097460.,"Adamo Group, Inc.",13118.13,HHF,05/11/2015,No,7,Franklin Park,42.360984,-83.236877,"location
(42.360984, -83.236877)"
9200 Vaughan,22097461.,"Adamo Group, Inc.",19185.01,HHF,02/17/2015,No,7,Franklin Park,42.36122,-83.236859,"location
(42.36122, -83.236859)"
9271 Vaughan,22098515.,"Adamo Group, Inc.",18946.39,HHF,02/17/2015,No,7,Franklin Park,42.362644,-83.237588,"location
(42.362644, -83.237588)"
11700 Vaughan,22097550-1,"Adamo Group, Inc.",17638.93,HHF,02/25/2015,No,7,Weatherby,42.373456,-83.237205,"location
(42.373456, -83.237205)"
11728 Vaughan,22097554.,"Adamo Group, Inc.",24890.10,HHF,02/26/2015,No,7,Weatherby,42.373802,-83.237218,"location
(42.373802, -83.237218)"
7228 Warwick,22085745.,"Adamo Group, Inc.",24801.96,HHF,02/17/2015,No,7,Warrendale,42.343762,-83.226558,"location
(42.343762, -83.226558)"
7270 Warwick,22085750.,"Adamo Group, Inc.",14953.37,HHF,02/18/2015,No,7,Warrendale,42.344342,-83.226578,"location
(42.344342, -83.226578)"
7604 Warwick,22085773.,"Adamo Group, Inc.",8498.00,HHF,02/18/2015,No,7,Warrendale,42.347049,-83.226691,"location
(42.347049, -83.226691)"
6751 Winthrop,22052702.,"Adamo Group, Inc.",18174.00,HHF,05/18/2015,No,7,Warren Ave Community,42.340827,-83.197679,"location
(42.340827, -83.197679)"
8200 Warwick,22085812.,"Adamo Group, Inc.",17747.07,HHF,02/18/2015,No,7,Warrendale,42.352386,-83.226889,"location
(42.352386, -83.226889)"
6733 Westwood,22090305.,"Adamo Group, Inc.",14739.71,HHF,02/24/2015,No,7,Warrendale,42.340086,-83.230699,"location
(42.340086, -83.230699)"
6740 Westwood,22089185.,"Adamo Group, Inc.",12031.32,HHF,02/25/2015,No,7,Warrendale,42.340199,-83.230034,"location
(42.340199, -83.230034)"
8104 Westwood,22089272.,"Adamo Group, Inc.",14669.99,HHF,02/23/2015,No,7,Warrendale,42.351955,-83.230502,"location
(42.351955, -83.230502)"
8105 Westwood,22090209.,"Adamo Group, Inc.",16765.62,HHF,02/24/2015,No,7,Warrendale,42.351971,-83.231203,"location
(42.351971, -83.231203)"
8236 Westwood,22089278.,"Adamo Group, Inc.",16890.18,HHF,02/23/2015,No,7,Warrendale,42.35279,-83.230533,"location
(42.35279, -83.230533)"
11737 Westwood,22090040.,"Adamo Group, Inc.",17253.62,HHF,02/25/2015,No,7,Weatherby,42.373994,-83.231785,"location
(42.373994, -83.231785)"
15809 La Salle Blvd,08010439.,"Adamo Group, Inc.",10926.00,HHF,05/21/2015,No,2,Pilgrim Village,42.408002,-83.125439,"location
(42.408002, -83.125439)"
15832 Chalfonte,22010541.003L,"Adamo Group, Inc.",12907.00,HHF,05/07/2015,No,1,Grand River-St Marys,42.399397,-83.202276,"location
(42.399397, -83.202276)"
2013 Geneva,08005475.,"Adamo Group, Inc.",26326.00,HHF,05/20/2015,No,2,Martin Park,42.413251,-83.120868,"location
(42.413251, -83.120868)"
15861 E State Fair,21024566.,"Adamo Group, Inc.",19173.01,HHF,03/09/2015,No,3,Regent Park,42.44313,-82.957227,"location
(42.44313, -82.957227)"
10099 Grayton,21074115.,Salenbien Trucking & Excavating Inc.,15449.50,HHF,07/12/2018,No,4,Yorkshire Woods,42.41778,-82.94423,"location
(42.41778, -82.94423)"
10264 Harvard Rd,21074522.,Able Demolition,7870.00,HHF,04/20/2016,No,4,Yorkshire Woods,42.419406,-82.942219,"location
(42.419406, -82.942219)"
10256 Harvard Rd,21074521.,Able Demolition,7470.00,HHF,04/20/2016,No,4,Yorkshire Woods,42.419359,-82.942105,"location
(42.419359, -82.942105)"
11910 Payton,21057440.,Blue Star,12600.00,HHF,06/16/2016,No,4,Denby,42.422584,-82.960363,"location
(42.422584, -82.960363)"
12013 Laing,21058048.,Salenbien Trucking & Excavating Inc.,13200.50,HHF,07/02/2018,No,4,Denby,42.425575,-82.954875,"location
(42.425575, -82.954875)"
11940 Laing,21057950.,Salenbien Trucking & Excavating Inc.,29888.20,HHF,04/03/2018,No,4,Denby,42.424705,-82.954804,"location
(42.424705, -82.954804)"
11241 Wayburn,21063730.,McDonagh Demolition Inc.,32551.41,HHF,12/12/2018,No,4,Denby,42.420668,-82.95443,"location
(42.420668, -82.95443)"
11615 Wayburn,21063713.012,DMC Consultants,9000.00,HHF,05/20/2016,No,4,Denby,42.424333,-82.951694,"location
(42.424333, -82.951694)"
11637 Wayburn,21063713.010,DMC Consultants,10432.00,HHF,05/21/2016,No,4,Denby,42.424519,-82.951551,"location
(42.424519, -82.951551)"
11674 Wayburn,21063644.001,DMC Consultants,10169.00,HHF,09/23/2016,No,4,Denby,42.424734,-82.950571,"location
(42.424734, -82.950571)"
5943 Guilford,21075759-60,DMC Consultants,14618.00,HHF,11/19/2018,No,4,Cornerstone Village,42.41409,-82.932033,"location
(42.41409, -82.932033)"
1610 Military,16015916.,Gayanga Co,27000.00,Non-HHF,03/15/2018,No,6,Central Southwest,42.314692,-83.105637,"location
(42.314692, -83.105637)"
1726 Taylor,08002638.,Salenbien Trucking & Excavating Inc.,22500.00,HHF,03/12/2016,No,5,Herman Kiefer,42.376042,-83.098456,"location
(42.376042, -83.098456)"
15803 Joslyn,08007291.,MCM,7508.00,HHF,08/04/2014,No,2,Pilgrim Village,42.409538,-83.11675,"location
(42.409538, -83.11675)"
15813 Idaho,08007343.,MCM,12484.00,HHF,07/28/2014,No,2,Pilgrim Village,42.409514,-83.117735,"location
(42.409514, -83.117735)"
6381 Globe,16007306.,MCM,8254.00,HHF,08/09/2014,No,2,Fitzgerald/Marygrove,42.406461,-83.142013,"location
(42.406461, -83.142013)"
580 Harmon,03002794.,MCM,14182.00,HHF,08/04/2014,No,5,Gateway Community,42.392824,-83.079178,"location
(42.392824, -83.079178)"
1199 Solvay,18009438.,MCM,9862.00,HHF,07/15/2014,No,6,Central Southwest,42.305487,-83.118574,"location
(42.305487, -83.118574)"
267 Leicester Ct,01003030.,MCM,10776.00,HHF,09/12/2014,No,5,North End,42.385294,-83.078115,"location
(42.385294, -83.078115)"
15756 14th St,08009279.,MCM,11579.00,HHF,08/06/2014,No,2,Pilgrim Village,42.408366,-83.120048,"location
(42.408366, -83.120048)"
14127 Westwood,22089978.,MCM,5079.00,HHF,07/19/2014,No,1,Westwood Park,42.389254,-83.232451,"location
(42.389254, -83.232451)"
13931 Forrer,22054562.,MCM,13078.00,HHF,07/19/2014,No,1,Greenfield-Grand River,42.387517,-83.201622,"location
(42.387517, -83.201622)"
4887 Woodhall,21076070.,MCM,9587.00,HHF,07/16/2014,No,4,Cornerstone Village,42.406828,-82.926059,"location
(42.406828, -82.926059)"
18072 Dresden,21034673.,"Adamo Group, Inc.",11202.82,HHF,07/29/2014,No,3,Von Steuben,42.428425,-82.999165,"location
(42.428425, -82.999165)"
11414 Balfour,21067917.007,Able Demolition,8170.40,HHF,05/20/2016,No,4,Moross-Morang,42.426208,-82.939866,"location
(42.426208, -82.939866)"
9401 Sanilac,21068657.,DMC Consultants,8800.00,HHF,06/01/2016,No,4,Moross-Morang,42.421562,-82.934598,"location
(42.421562, -82.934598)"
9527 Sanilac,21068650.,DMC Consultants,9194.00,HHF,06/01/2016,No,4,Moross-Morang,42.422373,-82.933928,"location
(42.422373, -82.933928)"
6191 Radnor,21078357.,DMC Consultants,13049.00,HHF,12/03/2018,No,4,Cornerstone Village,42.419478,-82.925045,"location
(42.419478, -82.925045)"
5751 Radnor,21078392.,DMC Consultants,12113.00,HHF,12/21/2015,No,4,Cornerstone Village,42.415729,-82.922596,"location
(42.415729, -82.922596)"
5738 Radnor,21078288.,Salenbien Trucking & Excavating Inc.,9200.00,HHF,08/24/2018,No,4,Cornerstone Village,42.415773,-82.92188,"location
(42.415773, -82.92188)"
16527 Monica,16021756.,Homrich,9900.00,Non-HHF,07/30/2014,No,2,Fitzgerald/Marygrove,42.412755,-83.144178,"location
(42.412755, -83.144178)"
16540 Monica,16021247.,Homrich,13250.00,Non-HHF,07/30/2014,No,2,Fitzgerald/Marygrove,42.412953,-83.143607,"location
(42.412953, -83.143607)"
16154 Kentucky,16036548.,Homrich,11200.00,Non-HHF,07/29/2014,No,2,Fitzgerald/Marygrove,42.410589,-83.158657,"location
(42.410589, -83.158657)"
2433 Taylor,10002276.,DMC Consultants,23981.00,HHF,04/17/2017,No,5,North LaSalle,42.372825,-83.105591,"location
(42.372825, -83.105591)"
1659 Lee Pl,08002291.,Den-Man Contractors,15840.00,Non-HHF,02/16/2018,No,5,Herman Kiefer,42.373055,-83.095019,"location
(42.373055, -83.095019)"
19410 Runyon,17014645.,DMC Consultants,13139.00,HHF,11/24/2015,No,3,Pulaski,42.438029,-83.006635,"location
(42.438029, -83.006635)"
21456 Karl,22015444.,Rickman Enterprise Group,13110.00,HHF,10/20/2015,No,1,Holcomb Community,42.423526,-83.254366,"location
(42.423526, -83.254366)"
3347 Gladstone,12002362.,Salenbien Trucking & Excavating Inc.,24475.00,HHF,08/19/2016,No,5,Jamison,42.367525,-83.114983,"location
(42.367525, -83.114983)"
8508 Dexter,12010411.,"Adamo Group, Inc.",22227.00,HHF,08/31/2015,No,5,Jamison,42.364997,-83.113677,"location
(42.364997, -83.113677)"
9613 Yosemite,14013004.,Den-Man Contractors,11400.00,Non-HHF,03/02/2018,No,7,Nardin Park,42.368824,-83.130882,"location
(42.368824, -83.130882)"
3358 Burlingame,12003361.,DMC Consultants,19051.00,HHF,03/22/2017,No,5,Dexter-Linwood,42.379205,-83.122915,"location
(42.379205, -83.122915)"
3357 Burlingame,12003360.,DMC Consultants,30258.50,HHF,03/27/2017,No,5,Dexter-Linwood,42.378753,-83.122618,"location
(42.378753, -83.122618)"
2634 Tuxedo,10003268.,Homrich,25623.37,HHF,12/10/2018,No,5,Dexter-Linwood,42.383625,-83.11646,"location
(42.383625, -83.11646)"
3357 Calvert,12003095.,DMC Consultants,19838.00,HHF,04/04/2017,No,5,Dexter-Linwood,42.376294,-83.120937,"location
(42.376294, -83.120937)"
9016 Dexter,12010448.,"Adamo Group, Inc.",22147.00,HHF,09/10/2015,No,5,Jamison,42.36928,-83.116571,"location
(42.36928, -83.116571)"
4228 Larchmont,14001782.,"Adamo Group, Inc.",22539.00,HHF,09/25/2015,No,6,Midwest,42.356516,-83.113815,"location
(42.356516, -83.113815)"
2340 Ford,08004782.,Able Demolition,18166.11,HHF,06/14/2016,No,2,Oakman Blvd Community,42.397506,-83.120617,"location
(42.397506, -83.120617)"
3217 Grand,12004630.,Dore & Associates,18000.00,Non-HHF,06/20/2016,No,7,Oakman Blvd Community,42.392244,-83.128767,"location
(42.392244, -83.128767)"
18920 Trinity,22108636.002L,Homrich,22900.00,HHF,11/19/2014,No,1,Holcomb Community,42.426819,-83.249286,"location
(42.426819, -83.249286)"
16127 Kentucky,16036989.,Homrich,10690.00,Non-HHF,07/30/2014,No,2,Fitzgerald/Marygrove,42.410188,-83.159248,"location
(42.410188, -83.159248)"
16260 Monica,16021241.,Homrich,9370.00,Non-HHF,07/29/2014,No,2,Fitzgerald/Marygrove,42.412188,-83.143569,"location
(42.412188, -83.143569)"
16844 Lilac,16026222.,Homrich,12900.00,Non-HHF,07/31/2014,No,2,Fitzgerald/Marygrove,42.415341,-83.146787,"location
(42.415341, -83.146787)"
15510 Tuller,16026828.,DMC Consultants,17230.00,Non-HHF,06/27/2014,No,2,Fitzgerald/Marygrove,42.406004,-83.147037,"location
(42.406004, -83.147037)"
4379 Lumley,20008745.,DMC Consultants,5805.00,Non-HHF,08/18/2014,No,6,Claytown,42.326754,-83.138265,"location
(42.326754, -83.138265)"
4614 Central,18009777.,Homrich,22900.00,HHF,02/26/2016,No,6,Claytown,42.329469,-83.136114,"location
(42.329469, -83.136114)"
8301 Chamberlain,20002352.,Homrich,11300.00,HHF,02/04/2016,No,6,Springwells,42.301559,-83.126318,"location
(42.301559, -83.126318)"
1884 Electric,20014254.,DMC Consultants,12871.25,HHF,12/14/2015,No,6,Boynton,42.27449,-83.1545,"location
(42.27449, -83.1545)"
3617 S Deacon,20012308.,DMC Consultants,15237.51,HHF,12/14/2015,No,6,Boynton,42.258638,-83.160797,"location
(42.258638, -83.160797)"
20212 San Juan,16025742.,"Adamo Group, Inc.",13462.00,HHF,08/05/2015,No,2,Garden Homes,42.442888,-83.147138,"location
(42.442888, -83.147138)"
3785 Hogarth,14002473.,Able Demolition,20076.78,Non-HHF,10/20/2015,No,5,Petoskey-Otsego,42.358829,-83.111941,"location
(42.358829, -83.111941)"
7703 Dexter,14006382.,"Adamo Group, Inc.",22121.00,HHF,09/10/2015,No,5,Petoskey-Otsego,42.360328,-83.111427,"location
(42.360328, -83.111427)"
9031 Dexter,14006306.,"Adamo Group, Inc.",22763.00,HHF,09/10/2015,No,5,Petoskey-Otsego,42.369113,-83.117377,"location
(42.369113, -83.117377)"
8535 Dexter,14006342.,"Adamo Group, Inc.",20332.00,HHF,08/31/2015,No,5,Petoskey-Otsego,42.364998,-83.114598,"location
(42.364998, -83.114598)"
8401 Dexter,14006352.,"Adamo Group, Inc.",22006.00,HHF,09/10/2015,No,5,Petoskey-Otsego,42.363934,-83.113879,"location
(42.363934, -83.113879)"
9510 Philip,21060378.,Salenbien Trucking & Excavating Inc.,12441.80,HHF,08/08/2018,No,4,Outer Drive-Hayes,42.410197,-82.963183,"location
(42.410197, -82.963183)"
4429 Parkinson,18011598.,RDC Construction Services,13608.50,Non-HHF,10/29/2015,No,6,Claytown,42.330177,-83.131405,"location
(42.330177, -83.131405)"
3464 Preston,13001436.,Homrich,10900.00,HHF,08/16/2016,No,5,McDougall-Hunt,42.358781,-83.023583,"location
(42.358781, -83.023583)"
21205 Pickford,22015479.,Den-Man Contractors,15495.00,HHF,09/08/2018,No,1,Holcomb Community,42.424017,-83.251633,"location
(42.424017, -83.251633)"
1204 Wheelock,18009267.,Salenbien Trucking & Excavating Inc.,7522.10,Non-HHF,03/30/2016,No,6,Central Southwest,42.306187,-83.116816,"location
(42.306187, -83.116816)"
3502 Beals,17010442.,Esso Wrecking Co.,9300.00,HHF,03/11/2016,No,5,Islandview,42.36605,-83.006367,"location
(42.36605, -83.006367)"
4500 30th St,14011737.,Salenbien Trucking & Excavating Inc.,17018.75,HHF,03/29/2016,No,6,Chadsey Condon,42.338129,-83.111138,"location
(42.338129, -83.111138)"
20076 Dresden,21034771.,Esso Wrecking Co.,10675.00,HHF,03/08/2016,No,3,Conner Creek,42.444739,-82.999844,"location
(42.444739, -82.999844)"
4240 Neff,21076145.,DMC Consultants,10550.00,HHF,05/31/2016,No,4,Cornerstone Village,42.40231,-82.92094,"location
(42.40231, -82.92094)"
5133 Van Dyke,17010080.,Able Demolition,11671.06,HHF,06/02/2016,No,5,Gratiot-Grand,42.377504,-83.014112,"location
(42.377504, -83.014112)"
607 King,03002391.,ABC Demolition,18800.00,HHF,04/21/2016,No,5,North End,42.383422,-83.072559,"location
(42.383422, -83.072559)"
15513 Muirland,12011887.,Able Demolition,8718.83,HHF,06/22/2016,No,2,Pilgrim Village,42.406222,-83.13374,"location
(42.406222, -83.13374)"
12010 Greiner,21020395.,DMC Consultants,10333.00,HHF,08/06/2016,No,3,Von Steuben,42.427047,-83.000398,"location
(42.427047, -83.000398)"
7295 Artesian,22085512.,DMC Consultants,9467.75,HHF,05/03/2016,No,7,Warrendale,42.344684,-83.226031,"location
(42.344684, -83.226031)"
15105 Parkside,12011592.,"Adamo Group, Inc.",22453.00,HHF,10/12/2015,No,2,Dexter-Fenkell,42.402273,-83.131176,"location
(42.402273, -83.131176)"
15091 Parkside,12011594.,"Adamo Group, Inc.",22230.00,HHF,10/13/2015,No,2,Dexter-Fenkell,42.402108,-83.131168,"location
(42.402108, -83.131168)"
2926 Burrell,12000813.,Homrich,10700.00,HHF,01/21/2016,No,6,Core City,42.349854,-83.096816,"location
(42.349854, -83.096816)"
5673 Linwood,10007784.,DMC Consultants,18245.00,HHF,10/30/2017,No,5,NW Goldberg,42.353707,-83.095144,"location
(42.353707, -83.095144)"
